n,size,x,y,z,vx,vy,vz,t0,st,time_end,xfinal,yfinal,zfinal,vxfinal,vyfinal,vzfinal
103,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.004462551158839,-0.0581590700385422,-0.0352617896512171,0.0,3,0.13520968749981235,-64.08191195,58.07376342,-6.768164744,0.05582371926,0.005563807569,0.03926734014
104,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0044677888949409,-0.0582273318578362,-0.0353031767282725,0.0,3,0.1368289004638791,-61.89982365,60.70064942,-4.088024127,0.05628254171,0.0028207250029999996,0.03875398586
105,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0044730266310428,-0.0582955936771303,-0.035344563805328,0.0,3,0.13857195601833086,-59.263048520000005,63.250745280000004,-1.109865353,0.05673125702,-0.0002824112891,0.03814376197
106,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0044782643671448,-0.0583638554964244,-0.0353859508823834,0.0,3,0.14044811342601424,-56.170788679999994,65.6771496,2.160538501,0.0571106108,-0.0037549927129999997,0.03739673998
107,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0044835021032467,-0.0584321173157184,-0.0354273379594388,0.0,3,0.1424654745379532,-52.562973469999996,67.86851276,5.734706387,0.05739453471,-0.007644510454,0.03648046092
108,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0044887398393486,-0.0585003791350125,-0.0354687250364942,0.0,3,0.1446853819448087,-48.23756106,69.72315494,9.733590335,0.05755696468,-0.012142974550000001,0.03531478987
109,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0044939775754505,-0.0585686409543066,-0.0355101121135496,0.0,3,0.14715065972258648,-43.06377528,71.05066776,14.20555436,0.057509760310000005,-0.01738419645,0.03378956401
110,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0044992153115525,-0.0586369027736006,-0.035551499190605,0.0,3,0.14979186342684206,-37.245230150000005,71.58624474999999,18.9365443,0.05712815743,-0.02319310158,0.03185057083
111,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0045044530476544,-0.0587051645928947,-0.0355928862676605,0.0,3,0.1527640856485124,-30.468416750000003,71.08538134,24.11029849,0.056222084490000004,-0.029891969459999997,0.02923394497
112,1.0,-5.456279102378399,-81.24118285899041,-15.421134295732186,0.0045096907837563,-0.0587734264121887,-0.0356342733447159,0.0,3,0.15599093749981235,-23.075962290000003,69.23870706,29.408567670000004,0.05460000227,-0.037167314029999995,0.02583573104
